symbol,famtyp,ipoage,firmage,assets,famstyle,ceoname,ceo_fam,beceo,tenure,ceopattern,duality,ceo_own,ins_own,secfifshare,firstshare,control_own,power_dev
601127,3,3,12,29935103137,1,å¼__æµ,family,2014,5,1,1,0,75.428398,20.27,54.970001,29.2579,0.51200002
601137,3,8,26,7592380533,1,å¼__,family,2009,10,1,0,0.1,70.1838,29.040001,33.939999,43.537601,0.81840003
601155,3,4,23,4.62E+11,1,____,family,2018,1,1,1,0.02,74.346802,12.67,61.060001,47.8452,0.7123
601163,3,3,18,15075055382,1,___å½,family,2018,1,1,0,0.01,64.008301,10.61,56.84,25.3381,0.4201
601208,3,8,25,3228954756,2,_¹å,nofamily,2015,4,1,0,0.16,31.532101,12.43,22.940001,25.141199,0.99730003
601216,1,8,16,31547935821,1,é»__,nofamily,2008,11,1,1,0.5,29.5679,38.169998,31.950001,37.302502,0.69910002
601218,3,8,16,4505348255,1,____,family,2012,7,1,0,0.11,0.0252,2.0699999,36.490002,36.599998,1
601222,3,8,24,17468103038,1,__°¸_,family,2010,9,1,1,4.54,53.771702,10.96,40.689999,41.160999,0.91000003
601231,3,7,16,21911851349,1,é­___,nofamily,2011,8,1,0,0,85.813004,6.0900002,77.269997,18.5697,0.74879998
601233,3,8,20,40000943640,1,è®¸é_ç¥,nofamily,2015,4,1,0,0.02,57.814999,25.73,25.16,22.551701,0.72909999
601258,3,8,16,24921465140,1,èµµé_æµ,nofamily,2019,0,0,0,0,37.389999,16.76,36.07,13.33,1
601311,3,8,25,11437253386,1,å¤__å¿,nofamily,2019,0,1,0,0,21.3636,23.84,26.209999,38.740898,0.88810003
601339,3,7,15,14314591438,1,_¨å__,family,2015,4,1,1,18.26,44.597599,43.360001,29.719999,74.410004,1
601360,1,1,27,33751570000,1,_¨é¸¿_,family,2017,2,1,1,12.14,65.5019,21.809999,48.740002,23.4056,0.72369999
601366,3,2,21,12035138056,1,å¾__æ³,family,2017,2,1,0,0.49000001,42.940201,23.74,17.950001,16.3836,0.40270001
601388,3,7,18,4961432850,1,____,nofamily,2017,2,1,0,0,46.173401,7.23,38.73,38.73,1
601500,3,3,17,6930519633,1,é¡¾è_,family,2019,0,1,1,0,76.956596,12.52,60.990002,51.657101,0.81629997
601515,3,7,36,6144950762,1,____,nofamily,2010,9,1,0,0.18000001,66.068703,17.889999,54.400002,61.439999,1
601519,3,8,19,2050809340,1,å¼__å®,family,2018,1,1,1,2.5799999,17.789101,24.57,35.459999,35.459999,1
601566,3,8,15,5807193138,1,____,family,2010,9,1,0,0,80.318901,19.59,53.73,53.7327,1
601567,3,8,12,13611133083,1,é»__ä¼,nofamily,2018,1,1,0,0,45.9119,26.629999,33.009998,45.008499,0.90090001
601579,3,5,26,4525988910,1,__åº,nofamily,2013,6,1,0,0,72.727203,35.240002,32.970001,10.6441,0.2852
601599,3,8,17,5394628650,1,ç¼_ä¹,nofamily,2011,8,1,0,5.3200002,4.8484001,23.67,13.32,13.32,1
601615,3,0,13,34695611037,1,å¼___,family,2017,2,1,1,7.1199999,70.945198,36.32,16.690001,30.4571,0.9235
601616,3,8,12,3458955884,1,èµµæ__,family,2019,0,1,1,2.6800001,22.84,7.48,22.82,25.499901,1
601619,1,2,9,9128351517,1,èµµç»§ä¼,nofamily,2015,4,1,0,0.36000001,78.995201,42.240002,30.17,32.966801,0.65380001
601633,1,8,21,1.13E+11,1,____,nofamily,2011,8,1,0,0,94.806999,36.610001,56.040001,34.9412,0.62349999
601636,1,8,14,13065336744,1,å¼__å¿,nofamily,2017,2,0,0,0.22,45.3521,23.190001,29.4,44.380001,1
601677,3,8,22,11768005473,1,___,nofamily,2016,3,1,0,0.13,16.174801,17.219999,17.190001,17.190001,1
601678,3,9,12,11073582055,1,____,family,2015,4,1,0,1.58,19.3039,17.360001,10.79,24.1038,1
601689,1,4,15,11234314273,1,___,nofamily,2014,5,1,0,0,80.743202,4.9099998,65.75,66.940002,1
601700,3,8,26,4605842838,1,___äº,nofamily,2018,1,0,0,0,0.040899999,27.200001,29.24,55.68,1
601777,3,9,22,19406963091,1,_¨æ³¢,nofamily,2019,0,1,0,0.19,49.057999,3.46,47.080002,,
601799,3,8,19,8554244575,1,_¨æ__,family,2010,9,1,1,37.119999,30.8365,23.610001,37.119999,57.110001,1
601828,3,1,12,1.22E+11,1,è½¦å»º_,family,2016,3,1,1,0.01,90.949799,33.919998,55.700001,,
601865,3,0,21,9392280570,1,_´ª_,family,2015,4,1,1,22.549999,24.849001,60.09,23.190001,57.389999,1
601877,3,9,22,55277446537,1,___è¾,family,2013,6,1,1,3.45,69.557297,19.77,43.560001,18.149401,0.4215
601882,3,3,17,2195384423,1,____,nofamily,2015,4,1,0,2.1300001,82.619499,46.040001,38.689999,51.434101,0.6372
601886,3,8,20,28634212470,1,è®¸å__,nofamily,2015,4,1,0,0.01,47.398998,42.59,27.35,52.419998,1
601890,3,9,19,3896437318,1,_¶è__,family,2008,11,1,0,0.63999999,0.045699999,10,27.700001,36.810001,1
601908,3,8,17,16834727061,1,___,family,2008,11,1,1,20.57,45.994701,27.18,35.119999,55.310699,0.9932
601966,3,3,25,26580638028,1,___,family,2013,6,1,1,0,82.801399,21.75,50.349998,59.542301,0.88700002
601969,1,5,12,8634842420,1,__,nofamily,2016,3,1,0,0,89.2229,53.169998,34.380001,31.140699,0.60390002
601996,3,8,19,3974847196,1,___å³,nofamily,2010,9,1,0,0.12,56.171398,12.03,40.060001,40.650002,1
603001,3,7,18,4484655091,1,____,family,2013,6,1,0,4.98,39.377899,34.599998,27.73,42.830002,1
603002,3,7,24,1856213213,1,æ±__å®,nofamily,2014,5,1,0,0.1,41.640499,3.05,41.290001,28.2052,0.68309999
603003,3,7,22,5941296452,1,___,family,2015,4,1,0,0,44.799099,20.860001,28.120001,32.73,1
603006,3,5,16,2033712464,1,å¼___,nofamily,2016,3,1,0,0.039999999,60.3214,7.3800001,59.970001,56.883301,0.89609998
603007,3,3,16,3727181795,1,é¡¾è_,nofamily,2017,2,0,0,0.31999999,52.129398,24.02,41.240002,37.021099,0.89770001
603008,3,7,23,6657549085,1,_¨å_,nofamily,2015,4,1,0,0.36000001,49.654999,19.59,21.68,18.424,0.80949998
603009,3,5,17,3219871514,1,_³æ__,family,2014,5,1,0,7.73,2.5671,17.32,35.889999,43.619999,1
603010,3,5,19,2052961424,1,_¨ä__,nofamily,2013,6,1,0,3.1300001,32.197899,16.77,30.139999,29.094801,0.63940001
603011,1,5,22,2512091112,1,___å±,nofamily,2016,3,1,0,0.14,25.720301,25.66,32.759998,32.759998,1
603012,3,4,16,5421412777,1,___ç¦,nofamily,2019,0,0,0,0,28.261299,22.01,10.42,10.0704,0.44190001
603015,3,4,18,1743631047,1,ä¿__é¾,nofamily,2014,5,1,0,0.02,60.321899,3.21,57.810001,57.810001,1
603016,3,3,11,960861111.4,1,èµµæ_æµ,family,2014,5,1,1,10.12,20.651199,35.82,29.209999,39.330002,1
603017,1,5,24,3539177895,1,å¼_°¨,nofamily,2015,4,1,0,2.6400001,41.759499,13.71,36.880001,20.740801,0.4718
603020,1,4,24,2629345446,1,é­_¸­æµ,family,2013,6,1,1,35.380001,12.6646,14.06,35.380001,35.380001,1
603022,3,4,20,851166467.4,1,_¹æ_æ´,family,2014,5,1,1,58.790001,3.8159001,7.71,58.790001,62.165001,0.99400002
603023,3,4,19,824160765.5,1,____,family,2012,7,1,1,43.099998,0.0015,18.27,43.099998,43.099998,1
603027,3,3,23,2055571609,1,ä¼__ç¾,family,2015,4,1,1,42.639999,9.2893,18.02,42.639999,42.639999,1
603030,1,4,21,9674809588,1,___,nofamily,2015,4,1,0,9.3400002,9.4596004,20.709999,31.059999,31.059999,1
603031,3,3,20,1833798491,2,__é«,nofamily,2019,0,1,1,38.529999,15.87,23.610001,38.529999,0.028100001,0.061099999
603032,3,2,16,827105947.8,1,å®__å¼,nofamily,2016,3,1,0,0,65.357399,15.98,51,27.4158,0.53759998
603033,3,3,22,4437798914,1,___å®,nofamily,2017,2,0,0,0,1.4628,32.310001,37.139999,43.580002,1
603035,3,2,23,7078478400,1,ç½___,family,2019,0,1,1,37.549999,7.9162998,11.24,37.549999,39.18,1
603037,2,2,19,940826470.4,1,ä¾__,nofamily,2019,0,1,0,0.28,27.494301,17.950001,20.879999,33.130001,1
603038,3,2,24,1429396200,1,è°´ªæ±,family,2017,2,1,1,43.029999,3.1898999,28.209999,43.029999,51.970001,1
603039,3,2,18,1926331833,1,_¦å_ä¸,family,2014,5,1,1,33.110001,12.6827,38.939999,33.110001,33.110001,1
603040,3,2,17,904939617.9,1,å¾_º³,family,2017,2,1,1,0,72.907402,17.049999,51.52,55.4245,0.94129997
603041,1,2,19,878944289.6,1,å­__,nofamily,2015,4,1,1,5.5999999,62.424801,15.83,53.130001,21.5814,0.53130001
603042,1,2,21,2238048196,1,å§___,nofamily,2017,2,1,0,0,8.2889004,26.08,25.709999,25.709999,1
603045,3,1,20,1471864275,1,__¾¾æ­,family,2018,1,1,1,26.34,9.0565996,13.72,26.34,26.34,1
603050,2,2,19,2394049968,1,å±___,family,2014,5,1,0,7.1100001,6.0282001,20.299999,11.99,32.220001,1
603055,3,2,18,4592009837,1,æ²___,nofamily,2014,5,1,0,0,86.7658,46.900002,36.73,59.389999,1
603056,3,1,10,9077981783,1,å´_»´_,family,2015,4,1,1,4.48,83.348,10.19,71.989998,35.5439,0.74589998
603058,3,3,22,1174872120,1,___,family,2015,4,1,0,0,76.875099,30.049999,46.43,46.43,1
603059,1,1,22,1192347439,1,å¼___,family,2016,3,1,1,63,13.6524,14.06,63,68.526901,0.91369998
603063,3,2,12,4243914105,1,_©ç_,family,2014,5,1,1,20.200001,25.499901,20.23,20.200001,36.98,1
603066,1,4,17,1457304095,1,___è·,family,2011,8,1,1,0,58.005001,13.51,44.150002,35.793301,0.66900003
603067,1,3,16,1484508768,1,___,nofamily,2015,4,1,0,1.12,5.1156001,6.71,49.48,49.48,1
603068,2,0,15,1598300830,1,Pengfei zhang,nofamily,2017,2,1,1,10.24,62.482899,22.33,21.870001,18.007799,0.82340002
603076,3,2,21,1967735544,1,é»_²¤å®,family,2015,4,1,0,12.6,37.98,38.66,23.49,62.150002,1
603077,1,7,17,14484061950,1,_¨æ_å®,nofamily,2017,2,1,0,0,51.5392,20.26,28.23,32.617699,0.9914
603078,1,2,18,1349830655,1,æ®·ç_,family,2016,3,1,1,27.42,15.9483,24.93,27.42,30.7579,0.86199999
603079,3,2,20,1532589639,1,_¨æ_,nofamily,2019,0,1,0,0,66.955002,35.77,28.940001,27.138201,0.50260001
603080,3,1,16,1640194963,1,___é¾,family,2014,5,1,0,1.3099999,15.6289,18.440001,33.09,33.09,1
603081,3,2,17,4335334969,1,ä¸°å_,family,2016,3,1,1,23.860001,5.5750999,28.059999,23.860001,34.6525,0.8858
603083,2,2,13,2894495840,1,Gerald G Wong,family,2015,4,1,1,0,54.627602,27.68,21.629999,30.690201,0.92439997
603085,3,4,19,2072079447,1,____,family,2015,4,1,1,7.77,56.168301,17.700001,48.779999,56.573101,0.91869998
603086,3,2,17,2304145473,1,___æ°,nofamily,2017,2,0,0,0,4.6016002,25.5,33.52,33.52,1
603088,3,5,17,826459347.5,1,__°¸_,nofamily,2016,3,1,0,0,45.132,23.51,33.080002,53.717899,0.88749999
603089,3,2,21,1554222222,1,___å¹,family,2017,2,1,0,8.0900002,51.163601,26.83,47.169998,70.510101,1
603090,3,3,19,750595865,1,__æ¸,family,2019,0,1,1,4.6399999,5.7033,9.8199997,54.68,59.32,1
603096,3,2,10,2093953199,1,___å¹,family,2017,2,1,0,3.6199999,31.7349,15.86,52.900002,56.859501,0.95310003
603098,3,3,18,4708805841,1,_³å_è¾__,nofamily,2018,1,0,0,0,38.377201,44.799999,35.419998,57.43,1
603101,3,3,11,3810694385,1,____,nofamily,2017,2,1,0,0,7.2835999,11.34,62.389999,62.389999,1
603105,3,1,11,2657288773,1,å¼__å¿,family,2016,3,1,1,9.8599997,28.4317,29.469999,13.98,37.110001,1
603106,3,2,15,2666818517,1,æ±_µ©_,family,2018,1,1,1,0,46.678799,12.91,46.43,37.144001,0.80000001
603109,3,0,26,1841191633,1,_¾çº¯,family,2019,0,1,1,35.790001,35.0247,35.799999,35.790001,61.091202,0.9745
603110,3,2,25,761877964.1,1,æ¨_é©,family,2017,2,1,1,43.290001,6.2905998,14.84,43.290001,52.130001,1
603113,3,2,15,8662925044,1,____,nofamily,2018,1,1,0,0.20999999,13.79,27.35,29.07,50.080002,1
603115,2,0,21,1599501400,1,_¨å__,nofamily,2018,1,1,0,0,75.015099,7.5599999,67.879997,14.1919,0.75010002
603116,3,4,12,4646857245,1,_±é_æ³,family,2013,6,1,1,11.78,47.011799,21.68,43.639999,41.018799,0.74010003
603117,1,4,12,6175000489,1,å­__å³,nofamily,2014,5,1,0,0.029999999,29.9918,19.610001,21.309999,28.9807,0.79790002
603121,3,0,13,1406849451,1,_´æç£,family,2019,0,1,1,7.3299999,54.017502,19.32,43.439999,50.801899,0.9813
603127,3,2,24,1417837792,1,é«_¤§é¹,family,2019,0,1,0,0.1,10.0458,34.439999,28.309999,43.889999,1
603129,3,2,16,2537492363,1,èµ___,family,2015,4,1,0,0.34,69.737999,22.75,35.02,54,1
603131,3,3,24,1618601439,1,___å®,family,2014,5,1,0,19.809999,10.5136,38.880001,33.02,42.818401,0.93229997
603133,1,2,9,1764719134,1,å¾__ä¸,family,2016,3,1,1,40.130001,17.741699,11.65,40.130001,41.8484,0.91729999
603136,1,2,27,1235908966,1,å­_¹¿_,family,2017,2,1,1,51.450001,5.6469998,19.139999,51.450001,51.450001,1
603138,3,2,12,689968905.7,1,___,nofamily,2019,0,1,0,0.029999999,1.5462,35.049999,32.290001,62.93,1
603139,1,2,10,1130678452,1,__»¶å²,family,2016,3,1,1,6.6599998,60.258099,26.110001,39.650002,15.5733,0.53439999
603156,1,1,22,15110238657,1,____,nofamily,2016,3,0,0,9.8900003,19.8435,41.200001,21.15,27.548599,0.69739997
603157,1,2,18,8011523000,1,äº_¼º,nofamily,2019,0,1,0,0,15.629,13.58,25.91,27.954399,0.81830001
603158,3,4,14,2453156484,1,___,family,2014,5,1,1,0.28999999,53.028702,23.950001,46.360001,65.089996,1
603159,3,3,22,570021007.5,1,å¾___,nofamily,2018,1,1,0,1.13,0.152,12.43,54.290001,61.790001,1
603160,1,3,17,7848782538,1,å¼__,family,2015,4,1,1,45.27,38.178101,25.219999,45.27,45.27,1
603161,3,1,17,3390578124,1,å®_¥¼,nofamily,2017,2,1,0,0,16.501301,23.24,35.5,47.970001,1
603165,3,2,21,1937727425,1,___,family,2014,5,1,1,48.029999,1.1784,22.23,48.029999,53.27,1
603166,3,5,19,3212353821,1,èµµå_ä¼,nofamily,2015,4,1,0,0.1,69.281197,6.8000002,69.279999,72.617203,0.99049997
603168,3,5,19,1589320532,1,____,nofamily,2011,8,1,0,0,24.068399,24.190001,28.969999,28.969999,1
603177,3,2,14,1363579344,1,èµµå_,family,2015,4,1,0,0,75,30.620001,44.380001,54.727001,0.78820002
603178,3,2,12,1926418217,1,å¼___,nofamily,2014,5,1,0,0.33000001,69.849998,13.52,60.790001,,
603179,3,2,18,4809391388,1,____,family,2015,4,1,1,17.84,51.52,29.219999,33.049999,50.889999,1
603180,3,2,20,2676157606,1,æ½__è´,family,2014,5,1,0,7.2199998,46.050301,26.01,43.369999,62.2295,0.98970002
603181,3,2,16,2316334394,1,____,nofamily,2016,3,1,0,5.0700002,37.062801,32.57,19.5,46.897499,0.92869997
603183,3,2,29,1362864622,1,_´å_ç¿,family,2015,4,1,1,8.25,3.6517,24.690001,8.25,29.190001,1
603185,3,1,17,2762552098,1,_¨å»º_,family,2016,3,1,1,44.07,4.9366002,28.01,44.07,68.410004,1
603186,1,2,16,2411136834,1,__ç¨,nofamily,2013,6,1,0,0.91000003,55.955002,10.17,43.009998,23.3888,0.5438
603187,1,1,13,2240129548,1,_µä_,family,2012,7,1,1,24.73,7.4805999,19.149401,24.728201,24.728201,1
603188,3,5,13,4316284337,1,_¢å»ºå¹,nofamily,2012,7,1,0,1.71,37.060001,11.38,28.84,29.3225,0.87110001
603189,3,3,10,977780014.7,1,_¾¾,family,2015,4,1,1,6.9299998,8.1512003,14.18,43.209999,43.2327,0.98909998
603192,3,1,12,1708946094,1,_±å»ºä¸,family,2016,3,1,1,0,52.830299,39.560001,35.619999,62.625401,0.89069998
603195,3,-1,11,7416562760,1,__å¹,family,2017,2,1,1,16.139999,64.029999,38.860001,60,95.875999,1
603196,3,2,17,1138560851,1,___ä¸,family,2016,3,1,1,12.11,54.414501,19.74,54,64.650002,0.88870001
603197,3,2,22,3750553501,1,å¼_ç§,family,2017,2,1,0,11.42,14.0311,18.799999,22.16,35.27,1
603198,1,4,16,6968837747,1,_¨ç__,nofamily,2018,1,1,0,0,83.019501,6.9699998,74.660004,26.190701,0.74659997
603200,3,2,25,1074478568,1,___,family,2014,5,1,1,46.09,9.8372002,19.809999,46.09,50.7701,0.95920002
603203,3,3,13,1155756250,1,___å¼,family,2015,4,1,0,9.6300001,62.934601,38.560001,30.59,65.25,1
603208,3,2,13,2861984208,1,___,family,2014,5,1,0,22.889999,14.297,35.110001,29.08,29.08,1
603214,3,1,14,1655406565,1,_½ç_,family,2017,2,1,1,22.59,31.859699,37.759998,22.59,39.439999,1
603217,1,0,16,2502222409,1,ç§¦å__,nofamily,2018,1,1,0,0.30000001,6.9889002,10.28,58.880001,62.743599,0.9867
603218,3,3,12,6587638992,1,___åº,family,2014,5,1,1,31.139999,25.873501,46.299999,31.139999,72.508003,0.95539999
603220,3,1,20,3218427872,1,____,family,2018,1,1,1,27.870001,14.0236,18.879999,27.870001,32.799999,1
603222,3,4,23,2084490165,1,_°ä_é£,family,2013,6,1,0,1.0599999,45.472198,25.35,36.200001,62.079102,0.97259998
603223,1,4,12,1609413962,1,èµµå_æ¸,nofamily,2017,2,0,0,0,14.8695,29.309999,28.959999,28.959999,1
603225,3,2,19,22900535791,1,åº_ä¸,family,2017,2,1,0,0,43.885601,43.52,24.120001,39.7132,0.63059998
603226,3,2,24,1139398534,1,____,nofamily,2014,5,1,0,0.76999998,72.593498,43.549999,29.040001,39.932999,0.95670003
603228,3,2,26,8820032354,1,____,family,2016,3,1,1,0,87.120903,44.52,35.330002,75.980003,1
603229,3,2,9,886144781,1,____,family,2014,5,1,1,59.990002,17.7665,9.6800003,59.990002,59.990002,1
603232,2,2,21,855164697.7,1,_¨æ_å±,nofamily,2016,3,1,0,5.5799999,28.406,31.16,14.56,34.4034,0.99919999
603233,3,2,20,8671927623,1,__å¼,nofamily,2019,0,1,0,0,12.001,45.220001,21.68,62.869999,1
603236,1,0,9,2931973546,1,_±é_é¹,family,2015,4,1,1,23.780001,30.988899,21.23,23.780001,23.813801,0.98360002
603238,3,2,17,1608710922,1,å¼__,nofamily,2016,3,1,0,0.63,72.277298,16.737499,55.762501,49.321899,0.77859998
603239,3,3,25,1196959827,1,__äº,nofamily,2016,3,1,0,12.63,0.7353,20.120001,47.209999,47.209999,1
603256,3,0,21,1895423005,1,___,nofamily,2019,0,1,0,0.2,90.081299,10.81,75.010002,48.988998,0.75010002
603258,3,3,11,2509645063,1,_¡å»ºå¹,family,2016,3,1,1,11.58,0.1893,41.299999,11.58,33.200001,1
603259,3,1,19,29239134371,1,___,family,2017,2,1,1,0,73.592003,24.8328,10.3257,0.9594,0.12909999
603260,3,2,14,17387078714,1,ç½___,family,2018,1,1,1,0,77.415199,27.1,58.279999,30.347099,0.5733
603266,3,2,19,1174101145,1,_¡å»ºç«,family,2015,4,1,1,0,54.3302,20.26,48.310001,53.629002,0.98909998
603267,3,0,18,2359633192,1,__¾°,nofamily,2016,3,1,0,7.2600002,7.8678999,16.030001,28.75,31.950001,1
603268,3,4,17,1220924015,2,____,nofamily,2014,5,1,0,22.26,32.194599,31.389999,30.139999,30.139999,1
603269,2,2,26,1548191705,1,_´çå¹,family,2017,2,1,0,13.39,5.9695001,25.389999,19.16,32.549999,1
603277,3,2,16,2614502373,1,_±æ_ä¼,nofamily,2018,1,1,0,0.18000001,8.4877996,28.17,51.439999,55.734798,0.95950001
603278,3,2,16,4061840219,1,çª¦å_,family,2017,2,1,1,38.419998,11.7206,31.379999,38.419998,59.77,1
603279,3,0,9,4677192094,1,å§_å»,family,2013,6,1,1,12.33,44.271198,27.389999,34.34,50.5382,0.9641
603283,3,2,12,2089930457,1,_¾æ_,family,2015,4,1,0,3.4100001,8.7988997,10.25,59.959999,63.573601,0.93300003
603286,3,2,21,806707902.3,1,___,family,2015,4,1,1,23.59,8.8870001,33.599998,23.59,45.393398,0.97920001
603288,2,5,24,24753888099,1,åº_º·,family,2013,6,1,1,9.5699997,66.917397,20.33,58.259998,49.656399,0.6807
603289,3,2,13,1405422634,1,__»º_,family,2015,4,1,1,0,73.441803,24.58,48.02,29.017799,0.59820002
603290,3,-1,14,860487665.9,1,æ²__,family,2017,2,1,1,31.18,98.889999,37.490002,59.389999,59.389999,1
603297,3,1,22,1266001426,1,æ¯_,nofamily,2017,2,1,0,2.98,72.248901,35.349998,29.5,29.139999,0.9878
603298,1,3,19,6279383019,1,èµµç¤¼_,nofamily,2016,3,1,1,2.3099999,67.416901,24.77,44.720001,34.184502,0.76440001
603300,3,4,11,5181829817,1,_¡ä¸¹_,family,2014,5,1,1,17.700001,18.233101,24.309999,17.700001,19.0711,0.96509999
603301,3,1,25,2669238312,1,é²_»º_,family,2016,3,1,1,0,58.132599,8.6199999,55.709999,50.2929,0.83179998
603305,3,2,16,2496929831,1,å¾__ä¸,family,2015,4,1,1,19.309999,66.469704,52.009998,32.450001,61.349499,0.7942
603306,3,5,17,2675081633,1,å¼___,nofamily,2013,6,1,1,5.5900002,50.673599,17.940001,37.349998,22.794701,0.6103
603308,1,5,19,7448953515,1,___æµ,family,2011,8,1,1,12.34,53.904701,14.71,27.200001,12.3413,0.42559999
603309,1,4,15,1455735651,1,_©å¹¿æº,nofamily,2014,5,1,0,0,62.691002,25.49,37.389999,37.389999,1
603311,3,4,24,1210397371,1,ä¸___,family,2016,3,1,0,0.30000001,57.189201,9.1599998,50.700001,50.700001,1
603313,3,3,16,4619775351,1,___,family,2015,4,1,1,55.279999,11.4494,12.4,55.279999,55.279999,1
603315,3,4,15,1966135478,1,_³é_,nofamily,2018,1,1,0,0.059999999,74.9217,36.650002,39.709999,65.82,0.9443
603316,3,2,23,2062668349,1,å¼__æ¡,nofamily,2019,0,0,0,0,4.9162998,19.209999,34.619999,34.619999,1
603317,3,0,12,2142313400,1,___,family,2016,3,1,1,67.839996,7.2589002,17.530001,67.839996,78.730003,1
603319,3,3,25,1805314495,1,___å¥,family,2014,5,1,0,1.42,2.4798999,14.82,21.370001,21.370001,1
603320,3,2,26,1084059934,1,_´å_æ­,family,2017,2,1,0,16.5,55.521301,23.91,47.830002,65.915001,0.97649997
603321,3,2,19,1615422461,1,_±é__,family,2018,1,1,1,36.07,0.26769999,36.779999,36.07,62.189999,1
603322,3,3,21,2233346927,1,ä¸__,nofamily,2014,5,1,0,2.3099999,7.4818001,17.58,46.77,46.77,1
603326,3,2,13,1558901452,1,æ±_ä¿,family,2015,4,1,0,0,11.0173,13.21,63.959999,69.216202,0.97970003
603328,3,5,19,4394148319,1,__°¸å¼,family,2013,6,1,1,0,74.116501,3.4400001,67.080002,67.073402,0.99989998
603329,1,2,16,1098476278,1,____,nofamily,2015,4,1,0,0,65.07,13.65,51,35.841801,0.70279998
603330,3,2,17,1072856430,1,___é¾,family,2013,6,1,1,36.099998,4.4299998,27.469999,36.099998,36.101002,1
603331,3,2,19,1503265428,1,___,family,2015,4,1,0,6.9499998,39.141998,24.809999,37.369999,62.180099,1
603332,3,0,16,1582309738,1,å¸__,family,2017,2,1,1,3.1800001,51.794701,11.3868,51.791698,21.2106,0.60549998
603333,3,7,16,2939246565,1,___æ­,family,2013,6,1,0,0.72000003,4.5502,15.31,47.990002,47.990002,1
603335,3,2,18,850411649.8,1,èµµç_è´,family,2014,5,1,1,0,64.304703,28.43,30.139999,50.110298,0.9321
603336,3,3,27,1082808121,1,é»__è¾,family,2014,5,1,1,54.18,0.64600003,11.98,54.18,59.779999,1
603338,3,4,14,4859452594,1,è®¸æ__,family,2014,5,1,1,47.490002,33.500301,22.139999,47.490002,52.506802,0.8732
603339,3,3,29,2464948704,1,é»__,family,2015,4,1,1,39.959999,0.0187,8.79,39.959999,39.959999,1
603345,1,2,18,5684550964,1,å¼___,nofamily,2014,5,1,0,4.4099998,63.6096,16.91,40.509998,13.3399,0.40509999
603348,3,1,21,3931181470,1,____,family,2014,5,1,1,13.57,15.5206,54.279999,13.57,67.850197,1
603351,2,0,19,1458270542,1,_´ä__,family,2017,2,1,1,14.17,15.6773,40.16,14.17,41.6241,0.9562
603355,3,4,18,5376826081,1,__,family,2014,5,1,1,16.33,70.4272,50.52,36.630001,83.7817,0.99089998
603356,3,1,14,1276440339,1,é»___,family,2017,2,1,1,24.82,0.0251,24.18,24.82,32.32,1
603358,3,2,17,4640381025,1,___å®,family,2016,3,1,0,6.9899998,3.0086999,17.91,56.09,56.09,1
603359,3,2,18,5969226963,1,ç«_»º_,nofamily,2016,3,1,0,0.52999997,17.451,20.92,38.040001,47.810001,1
603360,3,2,16,1189296892,1,__µ·é¾,nofamily,2015,4,1,0,0,66.011398,35.18,29,29,1
603363,3,2,8,4921667892,1,_´æ__,family,2015,4,1,1,14.46,50.082901,19.389999,40.98,37.261299,0.67210001
603365,3,2,19,2829134195,1,___,family,2016,3,1,1,2.6300001,43.560299,15.06,40.419998,39.014999,0.70340002
603366,3,7,22,6283252273,1,ä¸___,nofamily,2012,7,1,0,0.090000004,64.146301,6.48,57.75,52.437,0.90799999
603367,3,2,21,5533753105,1,____,family,2014,5,1,1,0,67.387604,32.220001,36.540001,23.4879,0.64279997
603368,1,5,38,11958213973,1,_±æ__,family,2014,5,1,1,27.860001,25.0014,11.5,27.860001,27.860001,1
603377,1,3,14,4460510116,1,__è¾,nofamily,2014,5,1,0,0,69.539803,22.129999,45.540001,43.245201,0.82230002
603378,3,2,10,3180298773,1,____,family,2017,2,1,1,0.76999998,70.698303,32.57,27.719999,42.768002,0.76980001
603379,3,0,18,5357936471,1,_¡æ_ç¿,family,2016,3,1,1,16.99,22.1626,33.580002,36.889999,61.900002,1
603380,3,2,18,1176025094,1,é¡¾å__,nofamily,2015,4,1,0,0,8.7729998,34.43,37.23,43.138302,0.9533
603383,1,2,23,1331629381,1,ä¸¥å_å®,family,2014,5,1,1,21.33,31.220699,39.740002,21.33,21.33,1
603385,3,2,36,4770772131,1,__½¦åº,family,2015,4,1,0,6.1799998,41.591202,35.450001,17.139999,30.0054,0.90679997
603386,1,2,14,2710850446,1,_¶æ_å½,family,2015,4,1,1,0,64.409698,7.1700001,64.129997,64.123596,0.99989998
603387,3,2,17,2007639351,1,____,family,2014,5,1,1,39.52,18.571301,15.62,39.52,42.677399,0.97280002
603388,3,2,20,2937720624,1,å§_¸½_,nofamily,2018,1,1,0,0.63,15.3323,23.059999,34.790001,42.252102,0.87529999
603389,3,3,19,825163666.3,1,é«__,family,2015,4,1,1,0,71.388802,7.6700001,64.120003,66.199303,0.92919999
603390,3,0,25,2141112848,1,_¢æ_å½,family,2016,3,1,0,33.369999,3.2040999,31.389999,33.369999,62.490002,1
603393,3,3,17,8538595968,1,___å¯,family,2016,3,1,0,2.9300001,0.61150002,10.1,35.779999,35.779999,1
603396,3,2,15,1740454323,1,_¹å_æµ,nofamily,2019,0,0,0,0,17.5425,18.700001,47.279999,54.3713,0.93409997
603398,3,4,16,1040050230,1,_´é_è¾,family,2012,7,1,1,0,66.394798,40.110001,29,50.209999,0.87379998
